15/04/06 18:46:59 WARN conf.HiveConf: HiveConf of name hive.optimize.mapjoin.mapreduce does not exist
15/04/06 18:46:59 WARN conf.HiveConf: HiveConf of name hive.heapsize does not exist
15/04/06 18:46:59 WARN conf.HiveConf: HiveConf of name hive.server2.enable.impersonation does not exist
15/04/06 18:46:59 WARN conf.HiveConf: HiveConf of name hive.auto.convert.sortmerge.join.noconditionaltask does not exist

Logging initialized using configuration in file:/etc/hive/conf/hive-log4j.properties
SLF4J: Class path contains multiple SLF4J bindings.
SLF4J: Found binding in [jar:file:/usr/hdp/2.2.0.0-2041/hadoop/lib/slf4j-log4j12-1.7.5.jar!/org/slf4j/impl/StaticLoggerBinder.class]
SLF4J: Found binding in [jar:file:/usr/hdp/2.2.0.0-2041/hive/lib/hive-jdbc-0.14.0.2.2.0.0-2041-standalone.jar!/org/slf4j/impl/StaticLoggerBinder.class]
SLF4J: See http://www.slf4j.org/codes.html#multiple_bindings for an explanation.
SLF4J: Actual binding is of type [org.slf4j.impl.Log4jLoggerFactory]
hive> use tpcds_bin_partitioned_orc_100; source query22.sql;
OK
Time taken: 2.945 seconds
Query ID = root_20150406184747_57f3177e-743e-4f7d-a126-e2598a5e2747
Total jobs = 2
SLF4J: Class path contains multiple SLF4J bindings.
SLF4J: Found binding in [jar:file:/usr/hdp/2.2.0.0-2041/hadoop/lib/slf4j-log4j12-1.7.5.jar!/org/slf4j/impl/StaticLoggerBinder.class]
SLF4J: Found binding in [jar:file:/usr/hdp/2.2.0.0-2041/hive/lib/hive-jdbc-0.14.0.2.2.0.0-2041-standalone.jar!/org/slf4j/impl/StaticLoggerBinder.class]
SLF4J: See http://www.slf4j.org/codes.html#multiple_bindings for an explanation.
SLF4J: Actual binding is of type [org.slf4j.impl.Log4jLoggerFactory]
15/04/06 18:47:20 WARN conf.HiveConf: HiveConf of name hive.optimize.mapjoin.mapreduce does not exist
15/04/06 18:47:20 WARN conf.HiveConf: HiveConf of name hive.heapsize does not exist
15/04/06 18:47:20 WARN conf.HiveConf: HiveConf of name hive.server2.enable.impersonation does not exist
15/04/06 18:47:20 WARN conf.HiveConf: HiveConf of name hive.auto.convert.sortmerge.join.noconditionaltask does not exist
Execution log at: /tmp/root/root_20150406184747_57f3177e-743e-4f7d-a126-e2598a5e2747.log
2015-04-06 06:47:21	Starting to launch local task to process map join;	maximum memory = 1065484288
2015-04-06 06:47:29	Processing rows:	200000	Hashtable size:	199999	Memory usage:	99362872	percentage:	0.093
2015-04-06 06:47:30	Dump the side-table for tag: 1 with group count: 15 into file: file:/tmp/root/f1bf26e8-0e83-4e03-bd87-27841b43e520/hive_2015-04-06_18-47-06_075_2471309062596268045-1/-local-10008/HashTable-Stage-4/MapJoin-mapfile01--.hashtable
2015-04-06 06:47:30	Uploaded 1 File to: file:/tmp/root/f1bf26e8-0e83-4e03-bd87-27841b43e520/hive_2015-04-06_18-47-06_075_2471309062596268045-1/-local-10008/HashTable-Stage-4/MapJoin-mapfile01--.hashtable (533 bytes)
2015-04-06 06:47:30	Dump the side-table for tag: 1 with group count: 204000 into file: file:/tmp/root/f1bf26e8-0e83-4e03-bd87-27841b43e520/hive_2015-04-06_18-47-06_075_2471309062596268045-1/-local-10008/HashTable-Stage-4/MapJoin-mapfile11--.hashtable
2015-04-06 06:47:30	Uploaded 1 File to: file:/tmp/root/f1bf26e8-0e83-4e03-bd87-27841b43e520/hive_2015-04-06_18-47-06_075_2471309062596268045-1/-local-10008/HashTable-Stage-4/MapJoin-mapfile11--.hashtable (15937240 bytes)
2015-04-06 06:47:30	Dump the side-table for tag: 1 with group count: 366 into file: file:/tmp/root/f1bf26e8-0e83-4e03-bd87-27841b43e520/hive_2015-04-06_18-47-06_075_2471309062596268045-1/-local-10008/HashTable-Stage-4/MapJoin-mapfile21--.hashtable
2015-04-06 06:47:30	Uploaded 1 File to: file:/tmp/root/f1bf26e8-0e83-4e03-bd87-27841b43e520/hive_2015-04-06_18-47-06_075_2471309062596268045-1/-local-10008/HashTable-Stage-4/MapJoin-mapfile21--.hashtable (9453 bytes)
2015-04-06 06:47:30	End of local task; Time Taken: 8.916 sec.
Execution completed successfully
MapredLocal task succeeded
Launching Job 1 out of 2
Number of reduce tasks not specified. Estimated from input data size: 10
In order to change the average load for a reducer (in bytes):
  set hive.exec.reducers.bytes.per.reducer=<number>
In order to limit the maximum number of reducers:
  set hive.exec.reducers.max=<number>
In order to set a constant number of reducers:
  set mapreduce.job.reduces=<number>
Starting Job = job_1428164231378_0019, Tracking URL = http://f01hn02.hadoop:8088/proxy/application_1428164231378_0019/
Kill Command = /usr/hdp/2.2.0.0-2041/hadoop/bin/hadoop job  -kill job_1428164231378_0019
Hadoop job information for Stage-4: number of mappers: 5; number of reducers: 10
2015-04-06 18:47:43,596 Stage-4 map = 0%,  reduce = 0%
oughteingantiantipriought	edu packedu pack #2	athletic	NULL	429.2154882154882
oughteingantiantipriought	edu packedu pack #2	athletic	Shoes	429.2154882154882
oughtprieseablebarought	NULL	NULL	NULL	429.9671052631579
oughtprieseablebarought	amalgimporto #2	NULL	NULL	429.9671052631579
oughtprieseablebarought	amalgimporto #2	accessories	NULL	429.9671052631579
oughtprieseablebarought	amalgimporto #2	accessories	Men	429.9671052631579
antipriesebaranti	NULL	NULL	NULL	436.6677852348993
antipriesebaranti	brandbrand #6	NULL	NULL	436.6677852348993
antipriesebaranti	brandbrand #6	decor	NULL	436.6677852348993
antipriesebaranti	brandbrand #6	decor	Home	436.6677852348993
prieingantin station	NULL	NULL	NULL	438.02702702702703
prieingantin station	scholarnameless #4	NULL	NULL	438.02702702702703
prieingantin station	scholarnameless #4	fitness	NULL	438.02702702702703
prieingantin station	scholarnameless #4	fitness	Sports	438.02702702702703
oughteingbarantipri	NULL	NULL	NULL	438.29801324503313
oughteingbarantipri	edu packscholar #2	NULL	NULL	438.29801324503313
oughteingbarantipri	edu packscholar #2	classical	NULL	438.29801324503313
oughteingbarantipri	edu packscholar #2	classical	Music	438.29801324503313
ationationoughtcallyoughtought	NULL	NULL	NULL	439.14915254237286
ationationoughtcallyoughtought	exportiamalg #2	NULL	NULL	439.14915254237286
ationationoughtcallyoughtought	exportiamalg #2	maternity	NULL	439.14915254237286
ationationoughtcallyoughtought	exportiamalg #2	maternity	Women	439.14915254237286
pricallyoughteinganti	NULL	NULL	NULL	439.16333333333336
pricallyoughteinganti	importonameless #4	NULL	NULL	439.16333333333336
pricallyoughteinganti	importonameless #4	paint	NULL	439.16333333333336
pricallyoughteinganti	importonameless #4	paint	Home	439.16333333333336
oughtantin stesen stought	NULL	NULL	NULL	439.24745762711865
oughtantin stesen stought	corpnameless #2	NULL	NULL	439.24745762711865
oughtantin stesen stought	corpnameless #2	furniture	NULL	439.24745762711865
oughtantin stesen stought	corpnameless #2	furniture	Home	439.24745762711865
oughtoughtcallyeingcallyought	NULL	NULL	NULL	440.0469798657718
oughtoughtcallyeingcallyought	amalgimporto #2	NULL	NULL	440.0469798657718
oughtoughtcallyeingcallyought	amalgimporto #2	accessories	NULL	440.0469798657718
oughtoughtcallyeingcallyought	amalgimporto #2	accessories	Men	440.0469798657718
n stationcallybarcallyought	NULL	NULL	NULL	440.1515151515151
n stationcallybarcallyought	exportiamalg #2	NULL	NULL	440.1515151515151
n stationcallybarcallyought	exportiamalg #2	maternity	NULL	440.1515151515151
n stationcallybarcallyought	exportiamalg #2	maternity	Women	440.1515151515151
ationcallyantiablecally	NULL	NULL	NULL	440.156146179402
ationcallyantiablecally	edu packscholar #2	NULL	NULL	440.156146179402
ationcallyantiablecally	edu packscholar #2	classical	NULL	440.156146179402
ationcallyantiablecally	edu packscholar #2	classical	Music	440.156146179402
antioughtprieseought	NULL	NULL	NULL	440.61872909698997
antioughtprieseought	maximaxi #12	NULL	NULL	440.61872909698997
antioughtprieseought	maximaxi #12	science	NULL	440.61872909698997
antioughtprieseought	maximaxi #12	science	Books	440.61872909698997
ationcallycallycallyation	NULL	NULL	NULL	440.93150684931504
ationcallycallycallyation	exportiimporto #2	NULL	NULL	440.93150684931504
ationcallycallycallyation	exportiimporto #2	pants	NULL	440.93150684931504
ationcallycallycallyation	exportiimporto #2	pants	Men	440.93150684931504
antiprin steingbarought	NULL	NULL	NULL	442.3255813953488
antiprin steingbarought	scholarunivamalg #12	NULL	NULL	442.3255813953488
antiprin steingbarought	scholarunivamalg #12	fiction	NULL	442.3255813953488
antiprin steingbarought	scholarunivamalg #12	fiction	Books	442.3255813953488
ationeseableeingable	NULL	NULL	NULL	442.44147157190633
ationeseableeingable	amalgedu pack #2	NULL	NULL	442.44147157190633
ationeseableeingable	amalgedu pack #2	womens	NULL	442.44147157190633
ationeseableeingable	amalgedu pack #2	womens	Shoes	442.44147157190633
oughtbaroughtprin st	NULL	NULL	NULL	443.0531561461794
oughtbaroughtprin st	edu packmaxi #2	NULL	NULL	443.0531561461794
oughtbaroughtprin st	edu packmaxi #2	tennis	NULL	443.0531561461794
oughtbaroughtprin st	edu packmaxi #2	tennis	Sports	443.0531561461794
oughtationoughteingn st	NULL	NULL	NULL	443.6006711409396
oughtationoughteingn st	corpunivamalg #14	NULL	NULL	443.6006711409396
oughtationoughteingn st	corpunivamalg #14	musical	NULL	443.6006711409396
oughtationoughteingn st	corpunivamalg #14	musical	Electronics	443.6006711409396
n stoughteingn stable	NULL	NULL	NULL	443.76109215017067
n stoughteingn stable	amalgedu pack #2	NULL	NULL	443.76109215017067
n stoughteingn stable	amalgedu pack #2	womens	NULL	443.76109215017067
n stoughteingn stable	amalgedu pack #2	womens	Shoes	443.76109215017067
antibareingbarcallyought	NULL	NULL	NULL	443.890365448505
antibareingbarcallyought	amalgscholar #2	NULL	NULL	443.890365448505
antibareingbarcallyought	amalgscholar #2	rock	NULL	443.890365448505
antibareingbarcallyought	amalgscholar #2	rock	Music	443.890365448505
oughtesen stationeing	NULL	NULL	NULL	444.2837837837838
oughtesen stationeing	amalgbrand #2	NULL	NULL	444.2837837837838
oughtesen stationeing	amalgbrand #2	bathroom	NULL	444.2837837837838
oughtesen stationeing	amalgbrand #2	bathroom	Home	444.2837837837838
antiableeingableantiought	NULL	NULL	NULL	444.4731543624161
antiableeingableantiought	namelessbrand #6	NULL	NULL	444.4731543624161
antiableeingableantiought	namelessbrand #6	lighting	NULL	444.4731543624161
antiableeingableantiought	namelessbrand #6	lighting	Home	444.4731543624161
ationoughtn steseable	NULL	NULL	NULL	444.5536912751678
ationoughtn steseable	exportiexporti #2	NULL	NULL	444.5536912751678
ationoughtn steseable	exportiexporti #2	toddlers	NULL	444.5536912751678
ationoughtn steseable	exportiexporti #2	toddlers	Children	444.5536912751678
pribarn stbaroughtought	NULL	NULL	NULL	444.7142857142857
pribarn stbaroughtought	scholarmaxi #12	NULL	NULL	444.7142857142857
pribarn stbaroughtought	scholarmaxi #12	history	NULL	444.7142857142857
pribarn stbaroughtought	scholarmaxi #12	history	Books	444.7142857142857
n stationpriesepri	NULL	NULL	NULL	444.74916387959865
n stationpriesepri	exportimaxi #10	NULL	NULL	444.74916387959865
n stationpriesepri	exportimaxi #10	sailing	NULL	444.74916387959865
n stationpriesepri	exportimaxi #10	sailing	Sports	444.74916387959865
priantipriantiought	NULL	NULL	NULL	444.8922558922559
priantipriantiought	scholarmaxi #6	NULL	NULL	444.8922558922559
priantipriantiought	scholarmaxi #6	history	NULL	444.8922558922559
priantipriantiought	scholarmaxi #6	history	Books	444.8922558922559
Time taken: 2257.719 seconds, Fetched: 100 row(s)
hive> 
